,Maximum BLEU Avg,Max BA Choice,Overall FW Avg,Question,GT Answers,Prediction: original,Avg Score: original,Avg Score: 2008-01-01 00:00:00,Predicted: 2008-01-01 00:00:00,UniBLEU-Original: 2008-01-01 00:00:00,BiBLEU-Original: 2008-01-01 00:00:00,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,UniBLEU-Original: 2010-01-01 00:00:00,BiBLEU-Original: 2010-01-01 00:00:00,UniBLEU-Previous: 2010-01-01 00:00:00,BiBLEU-Previous: 2010-01-01 00:00:00,Avg Score: 2012-01-01 00:00:00,Predicted: 2012-01-01 00:00:00,UniBLEU-Original: 2012-01-01 00:00:00,BiBLEU-Original: 2012-01-01 00:00:00,UniBLEU-Previous: 2012-01-01 00:00:00,BiBLEU-Previous: 2012-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,UniBLEU-Original: 2014-01-01 00:00:00,BiBLEU-Original: 2014-01-01 00:00:00,UniBLEU-Previous: 2014-01-01 00:00:00,BiBLEU-Previous: 2014-01-01 00:00:00,Avg Score: 2016-01-01 00:00:00,Predicted: 2016-01-01 00:00:00,UniBLEU-Original: 2016-01-01 00:00:00,BiBLEU-Original: 2016-01-01 00:00:00,UniBLEU-Previous: 2016-01-01 00:00:00,BiBLEU-Previous: 2016-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,UniBLEU-Original: 2018-01-01 00:00:00,BiBLEU-Original: 2018-01-01 00:00:00,UniBLEU-Previous: 2018-01-01 00:00:00,BiBLEU-Previous: 2018-01-01 00:00:00,max - min,Current Average Score,Current Predicted,Current UniBLEU-Original,Current BiBLEU-Original,Current UniBLEU-Previous,Current BiBLEU-Previous,Avg BLEU: Uni-Original,Avg BLEU: Bi-Original,Avg BLEU: Uni-Previous,Avg BLEU: Bi-Previous
15,100.0,Avg BLEU: Uni-Original,100.0,when did the 24 valve cummins come out,1998 -- ,1998,100.0,100.0,1998,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
16,85.71428571428571,Avg BLEU: Uni-Original,86.42857142857142,when did the first build a bear open,1997 -- ,1997,100.0,5.0,four weeks between May 12 and June 8.,0.0,0.0,100.0,1997,100.0,2.2250738585072627e-306,0.0,0.0,100.0,1997,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1997,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1997,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1997,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,95.0,100.0,1997,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,85.71428571428571,1.9072061644347964e-306,83.33333333333333,1.9072061644347964e-306
17,100.0,Avg BLEU: Uni-Original,100.0,a resolution that is passed by both houses of congress,joint resolution -- ,joint resolution,100.0,100.0,joint resolution,100.0,100.0,100.0,joint resolution,100.0,100.0,100.0,100.0,100.0,joint resolution,100.0,100.0,100.0,100.0,100.0,joint resolution,100.0,100.0,100.0,100.0,100.0,joint resolution,100.0,100.0,100.0,100.0,100.0,joint resolution,100.0,100.0,100.0,100.0,0.0,100.0,joint resolution,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18,85.71428571428571,Avg BLEU: Uni-Original,89.71428571428571,who sings lead on new kid in town,Glenn Frey -- ,Glenn Frey,100.0,28.0,"guitarist Joe Walsh,",0.0,0.0,100.0,Glenn Frey,100.0,100.0,0.0,0.0,100.0,Glenn Frey,100.0,100.0,100.0,100.0,100.0,Glenn Frey,100.0,100.0,100.0,100.0,100.0,Glenn Frey,100.0,100.0,100.0,100.0,100.0,Glenn Frey,100.0,100.0,100.0,100.0,72.0,100.0,Glenn Frey,100.0,100.0,100.0,100.0,85.71428571428571,85.71428571428571,83.33333333333333,85.71428571428571
19,70.0,Avg BLEU: Uni-Previous,77.5,who is the author of the fun they had,Isaac Asimov -- ,Isaac Asimov,100.0,18.5,"her teacher and listens to it talk about fractions, she thinks about how much children in the old days",0.0,0.0,100.0,Isaac Asimov.,50.0,2.2250738585072627e-306,0.0,0.0,24.0,"two children, Tommy and Margie.",0.0,0.0,20.0,2.2250738585072627e-306,100.0,Isaac Asimov.,50.0,2.2250738585072627e-306,100.0,100.0,100.0,Isaac Asimov.,50.0,2.2250738585072627e-306,100.0,100.0,100.0,Isaac Asimov.,50.0,2.2250738585072627e-306,100.0,100.0,81.5,100.0,Isaac Asimov.,50.0,2.2250738585072627e-306,100.0,100.0,35.714285714285715,1.5893384703623304e-306,70.0,1.5893384703623304e-306
20,85.71428571428571,Avg BLEU: Uni-Original,88.28571428571428,who won the football world cup in 2008,Manchester United -- ,Manchester United,100.0,18.0,FIFA Club World Cup is a football tournament scheduled for December 2008 in Japan.,0.0,0.0,100.0,Manchester United,100.0,100.0,0.0,0.0,100.0,Manchester United,100.0,100.0,100.0,100.0,100.0,Manchester United,100.0,100.0,100.0,100.0,100.0,Manchester United,100.0,100.0,100.0,100.0,100.0,Manchester United,100.0,100.0,100.0,100.0,82.0,100.0,Manchester United,100.0,100.0,100.0,100.0,85.71428571428571,85.71428571428571,83.33333333333333,85.71428571428571
21,91.66666666666667,Avg BLEU: Uni-Previous,100.0,who wrote the song here comes my baby,Cat Stevens -- ,Cat Stevens,100.0,100.0,Cat Stevens,100.0,100.0,100.0,Cat Stevens,100.0,100.0,100.0,100.0,100.0,Cat Stevens,100.0,100.0,100.0,100.0,100.0,Cat Stevens,100.0,100.0,100.0,100.0,100.0,Cat Stevens,100.0,100.0,100.0,100.0,100.0,Cat Stevens.,50.0,2.2250738585072627e-306,50.0,2.2250738585072627e-306,0.0,100.0,Cat Stevens.,50.0,2.2250738585072627e-306,100.0,100.0,85.71428571428571,71.42857142857143,91.66666666666667,71.42857142857143
22,85.71428571428571,Avg BLEU: Uni-Original,92.85714285714285,when was the death penalty stopped in england,1998 -- ,1998,100.0,50.0,1965,0.0,0.0,100.0,1998,100.0,2.2250738585072627e-306,0.0,0.0,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,50.0,100.0,1998,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,85.71428571428571,1.9072061644347964e-306,83.33333333333333,1.9072061644347964e-306
23,100.0,Avg BLEU: Uni-Original,100.0,when did justin timberlake become a solo artist,2002 -- ,2002,100.0,100.0,2002,100.0,2.2250738585072627e-306,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,2002,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
24,100.0,Avg BLEU: Uni-Original,100.0,what types of trees keep their leaves in the winter,deciduous trees -- ,deciduous trees,100.0,100.0,deciduous trees,100.0,100.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,0.0,100.0,deciduous trees,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,100.0,Avg BLEU: Uni-Original,100.0,how many senators are there in the philippines,24 -- ,24,100.0,100.0,24,100.0,2.2250738585072627e-306,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,24,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
26,85.71428571428571,Avg BLEU: Uni-Original,85.71428571428571,golden gate bridge facts when was it built,1937 -- ,1937,100.0,100.0,1937,100.0,2.2250738585072627e-306,100.0,1937,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,"the bridge was built, the only practical short route between San Francisco and what is now Marin County was by boat across a section of San Francisco Bay.",0.0,0.0,0.0,0.0,100.0,1937,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1937,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1937,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,100.0,1937,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,85.71428571428571,1.9072061644347964e-306,83.33333333333333,1.9072061644347964e-306
27,83.33333333333333,Avg BLEU: Uni-Previous,90.14285714285714,where did they film the movie in the heat of the night,"Sparta , Illinois -- ","Sparta , Illinois",100.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,100.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,100.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,100.0,31.0,"Covington, Georgia.",0.0,0.0,0.0,0.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,100.0,69.0,100.0,"Sparta, Illinois,",0.0,0.0,100.0,100.0,0.0,0.0,83.33333333333333,0.0
28,83.33333333333333,Avg BLEU: Uni-Previous,87.71428571428571,what is the second largest island in greece,Euboea -- ,Euboea,100.0,14.0,"1400 islands of Greece,",0.0,0.0,100.0,"Euboea,",0.0,0.0,0.0,0.0,100.0,"Euboea,",0.0,0.0,100.0,2.2250738585072627e-306,100.0,"Euboea,",0.0,0.0,100.0,2.2250738585072627e-306,100.0,"Euboea,",0.0,0.0,100.0,2.2250738585072627e-306,100.0,"Euboea,",0.0,0.0,100.0,2.2250738585072627e-306,86.0,100.0,"Euboea,",0.0,0.0,100.0,2.2250738585072627e-306,0.0,0.0,83.33333333333333,0.0
29,100.0,Avg BLEU: Uni-Original,100.0,when did hand held hair dryers come out,1920 -- ,1920,100.0,100.0,1920,100.0,2.2250738585072627e-306,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1920,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
30,100.0,Avg BLEU: Uni-Original,100.0,what year did me and julio down by the schoolyard come out,1972 -- ,1972,100.0,100.0,1972,100.0,2.2250738585072627e-306,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1972,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
31,100.0,Avg BLEU: Uni-Original,100.0,what year saw the formation of the brazilian republic,1889 -- ,1889,100.0,100.0,1889,100.0,2.2250738585072627e-306,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1889,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
32,83.33333333333333,Avg BLEU: Uni-Previous,100.0,who wrote the song i shot the sheriff,Bob Marley -- ,Bob Marley,100.0,100.0,Bob Marley.,50.0,2.2250738585072627e-306,100.0,"Bob Marley,",50.0,2.2250738585072627e-306,50.0,2.2250738585072627e-306,100.0,"Bob Marley,",50.0,2.2250738585072627e-306,100.0,100.0,100.0,"Bob Marley,",50.0,2.2250738585072627e-306,100.0,100.0,100.0,Bob Marley,100.0,100.0,50.0,2.2250738585072627e-306,100.0,Bob Marley,100.0,100.0,100.0,100.0,0.0,100.0,Bob Marley,100.0,100.0,100.0,100.0,71.42857142857143,42.857142857142854,83.33333333333333,42.857142857142854
34,100.0,Avg BLEU: Uni-Original,100.0,the law or bill that changes the legal consequences of acts committed on the legal status of facts,ex post facto law -- ,ex post facto law,100.0,100.0,ex post facto law,100.0,100.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,0.0,100.0,ex post facto law,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,100.0,Avg BLEU: Uni-Original,100.0,when did the movie jesus christ superstar come out,1973 -- ,1973,100.0,100.0,1973,100.0,2.2250738585072627e-306,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1973,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
36,100.0,Avg BLEU: Uni-Original,100.0,when were the stocks last used in england,1872 -- ,1872,100.0,100.0,1872,100.0,2.2250738585072627e-306,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,0.0,100.0,1872,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,2.2250738585072624e-306,100.0,2.2250738585072624e-306
37,85.71428571428571,Avg BLEU: Uni-Original,100.0,what is the postal code of owerri imo state,460 -- ,460,100.0,0.0,No Edit,0.0,0.0,100.0,460,100.0,2.2250738585072627e-306,0.0,0.0,100.0,460,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,460,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,460,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,460,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,100.0,460,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,85.71428571428571,1.9072061644347964e-306,83.33333333333333,1.9072061644347964e-306
